dataset,regime,noise_type,noise_rate,seed,alpha,gamma,score_name,threshold,threshold_direction,baseline_name,baseline_equivalence,prop_coverage,prop_risk,prop_n,prop_k,cert_n,cert_k,cert_risk_ucb,cert_coverage_lcb,certified,certified_coverage_at_alpha,test_coverage,test_risk,reason,delta_total,delta_risk,delta_coverage,delta_allocation,certificate_scope,n_certified_candidates,delta_risk_per_row,delta_coverage_per_row,run_dir,model,epochs,delta,cert_risk_emp,cert_coverage_emp,test_n,test_k,test_accuracy_all,zero_error_min_cert_n,cert_n_minus_zero_error_min_n
cifar10,clean,symmetric,0.0,2,0.1,1.0,energy,-2.8887997650792023,<=,naive_empirical_threshold,same_proposal_as_gamma_1_no_buffer,1.0,0.0452,2500,113,2500,110,0.05135542905013528,0.99880242475684,True,0.99880242475684,1.0,0.0519,certified,0.05,0.05,0.05,risk_only_legacy,single_selector,1,0.05,0.05,runs/srcc_cifar10_clean_seed2,resnet18,120,0.05,0.044,1.0,10000.0,519.0,0.9480999999999999,29.0,2471.0
cifar10,clean,symmetric,0.0,2,0.1,,entropy,0.7995952245257465,<=,ltt_bonferroni,,1.0,0.0452,2500,113,2500,110,0.06212150187808498,0.9960464409536965,True,0.9960464409536965,1.0,0.0519,certified,0.05,5e-05,5e-05,risk_only_legacy,simultaneous_rows,1000,5e-05,5e-05,runs/srcc_cifar10_clean_seed2,resnet18,120,5e-05,0.044,1.0,10000.0,519.0,0.9480999999999999,94.0,2406.0
cifar10,sym35,symmetric,0.35,0,0.05,,full_coverage,,all,full_coverage,,1.0,0.3016,2500,754,2500,831,0.3482369695957274,0.99880242475684,False,0.0,1.0,0.324,high_cert_error_ucb,0.05,0.05,0.05,risk_only_legacy,single_selector,1,0.05,0.05,runs/srcc_cifar10_sym35_seed0,resnet18,120,,,,,,,,
cifar10,sym35,symmetric,0.35,0,0.05,1.0,entropy,0.0034839214370095475,<=,naive_empirical_threshold,same_proposal_as_gamma_1_no_buffer,0.1216,0.049342105263157895,304,15,260,17,0.09646384785133041,0.09410502047843808,False,0.0,0.1089,0.04132231404958678,high_cert_error_ucb,0.05,0.05,0.05,risk_only_legacy,single_selector,1,0.05,0.05,runs/srcc_cifar10_sym35_seed0,resnet18,120,0.05,0.06538461538461539,0.104,1089.0,45.0,0.6759999999999999,59.0,201.0
cifar10,sym35,symmetric,0.35,0,0.05,,energy,-2.9156817062034595,<=,ltt_bonferroni,,1.0,0.3016,2500,754,2499,830,0.3696359152604927,0.9950088277370117,False,0.0,0.9993,0.32372660862603825,high_cert_error_ucb,0.05,5e-05,5e-05,risk_only_legacy,simultaneous_rows,1000,5e-05,5e-05,runs/srcc_cifar10_sym35_seed0,resnet18,120,5e-05,0.3321328531412565,0.9996,9993.0,3235.0,0.6759999999999999,194.0,2305.0
cifar10,sym35,symmetric,0.35,0,0.1,,full_coverage,,all,full_coverage,,1.0,0.3016,2500,754,2500,831,0.3482369695957274,0.99880242475684,False,0.0,1.0,0.324,high_cert_error_ucb,0.05,0.05,0.05,risk_only_legacy,single_selector,1,0.05,0.05,runs/srcc_cifar10_sym35_seed0,resnet18,120,,,,,,,,
cifar10,sym35,symmetric,0.35,0,0.1,1.0,margin,0.9821069098352029,>=,naive_empirical_threshold,same_proposal_as_gamma_1_no_buffer,0.3264,0.09803921568627451,816,80,774,64,0.10082781077350773,0.2943613869364502,False,0.0,0.31,0.09193548387096774,high_cert_error_ucb,0.05,0.05,0.05,risk_only_legacy,single_selector,1,0.05,0.05,runs/srcc_cifar10_sym35_seed0,resnet18,120,0.05,0.082687338501292,0.3096,3100.0,285.0,0.6759999999999999,29.0,745.0
cifar10,sym35,symmetric,0.35,0,0.1,,energy,-2.9156817062034595,<=,ltt_bonferroni,,1.0,0.3016,2500,754,2499,830,0.3696359152604927,0.9950088277370117,False,0.0,0.9993,0.32372660862603825,high_cert_error_ucb,0.05,5e-05,5e-05,risk_only_legacy,simultaneous_rows,1000,5e-05,5e-05,runs/srcc_cifar10_sym35_seed0,resnet18,120,5e-05,0.3321328531412565,0.9996,9993.0,3235.0,0.6759999999999999,94.0,2405.0
cifar10,sym35,symmetric,0.35,1,0.05,,full_coverage,,all,full_coverage,,1.0,0.3,2500,750,2500,770,0.32354900368612294,0.99880242475684,False,0.0,1.0,0.3299,high_cert_error_ucb,0.05,0.05,0.05,risk_only_legacy,single_selector,1,0.05,0.05,runs/srcc_cifar10_sym35_seed1,resnet18,120,,,,,,,,
cifar10,sym35,symmetric,0.35,1,0.05,1.0,margin,0.9977038264095855,>=,naive_empirical_threshold,same_proposal_as_gamma_1_no_buffer,0.1356,0.0471976401179941,339,16,319,22,0.09701632395007301,0.11675096590947248,False,0.0,0.1267,0.06314127861089187,high_cert_error_ucb,0.05,0.05,0.05,risk_only_legacy,single_selector,1,0.05,0.05,runs/srcc_cifar10_sym35_seed1,resnet18,120,0.05,0.06896551724137931,0.1276,1267.0,80.0,0.6700999999999999,59.0,260.0
cifar10,sym35,symmetric,0.35,1,0.05,,entropy,0.816753180429747,<=,ltt_bonferroni,,1.0,0.3,2500,750,2500,770,0.3448745175116146,0.9960464409536965,False,0.0,0.9989,0.32956251877064774,high_cert_error_ucb,0.05,5e-05,5e-05,risk_only_legacy,simultaneous_rows,1000,5e-05,5e-05,runs/srcc_cifar10_sym35_seed1,resnet18,120,5e-05,0.308,1.0,9989.0,3292.0,0.6700999999999999,194.0,2306.0
cifar10,sym35,symmetric,0.35,1,0.1,,full_coverage,,all,full_coverage,,1.0,0.3,2500,750,2500,770,0.32354900368612294,0.99880242475684,False,0.0,1.0,0.3299,high_cert_error_ucb,0.05,0.05,0.05,risk_only_legacy,single_selector,1,0.05,0.05,runs/srcc_cifar10_sym35_seed1,resnet18,120,,,,,,,,
cifar10,sym35,symmetric,0.35,1,0.1,1.0,margin,0.9479904473009291,>=,naive_empirical_threshold,same_proposal_as_gamma_1_no_buffer,0.4168,0.09884836852207293,1042,103,1028,111,0.1252272952866997,0.39489606386861026,False,0.0,0.4026,0.12344759066070542,high_cert_error_ucb,0.05,0.05,0.05,risk_only_legacy,single_selector,1,0.05,0.05,runs/srcc_cifar10_sym35_seed1,resnet18,120,0.05,0.10797665369649806,0.4112,4026.0,497.0,0.6700999999999999,29.0,999.0
cifar10,sym35,symmetric,0.35,1,0.1,,entropy,0.816753180429747,<=,ltt_bonferroni,,1.0,0.3,2500,750,2500,770,0.3448745175116146,0.9960464409536965,False,0.0,0.9989,0.32956251877064774,high_cert_error_ucb,0.05,5e-05,5e-05,risk_only_legacy,simultaneous_rows,1000,5e-05,5e-05,runs/srcc_cifar10_sym35_seed1,resnet18,120,5e-05,0.308,1.0,9989.0,3292.0,0.6700999999999999,94.0,2406.0
cifar10,sym35,symmetric,0.35,2,0.05,,full_coverage,,all,full_coverage,,1.0,0.3088,2500,772,2500,797,0.3344824118785059,0.99880242475684,False,0.0,1.0,0.3101,high_cert_error_ucb,0.05,0.05,0.05,risk_only_legacy,single_selector,1,0.05,0.05,runs/srcc_cifar10_sym35_seed2,resnet18,120,,,,,,,,
cifar10,sym35,symmetric,0.35,2,0.05,1.0,margin,0.9980670895978706,>=,naive_empirical_threshold,same_proposal_as_gamma_1_no_buffer,0.1156,0.04844290657439446,289,14,287,16,0.08344444015156713,0.10445094486642209,False,0.0,0.117,0.05042735042735043,high_cert_error_ucb,0.05,0.05,0.05,risk_only_legacy,single_selector,1,0.05,0.05,runs/srcc_cifar10_sym35_seed2,resnet18,120,0.05,0.05574912891986063,0.1148,1170.0,59.0,0.6899,59.0,228.0
cifar10,sym35,symmetric,0.35,2,0.05,,entropy,0.8626914415891732,<=,ltt_bonferroni,,1.0,0.3088,2500,772,2500,797,0.3559661373971362,0.9960464409536965,False,0.0,0.9998,0.3099619923984797,high_cert_error_ucb,0.05,5e-05,5e-05,risk_only_legacy,simultaneous_rows,1000,5e-05,5e-05,runs/srcc_cifar10_sym35_seed2,resnet18,120,5e-05,0.3188,1.0,9998.0,3099.0,0.6899,194.0,2306.0
cifar10,sym35,symmetric,0.35,2,0.1,,full_coverage,,all,full_coverage,,1.0,0.3088,2500,772,2500,797,0.3344824118785059,0.99880242475684,False,0.0,1.0,0.3101,high_cert_error_ucb,0.05,0.05,0.05,risk_only_legacy,single_selector,1,0.05,0.05,runs/srcc_cifar10_sym35_seed2,resnet18,120,,,,,,,,
cifar10,sym35,symmetric,0.35,2,0.1,1.0,msp,0.95464459990727,>=,naive_empirical_threshold,same_proposal_as_gamma_1_no_buffer,0.4568,0.09982486865148861,1142,114,1116,119,0.1230540487837075,0.42989894287807556,False,0.0,0.4457,0.1150998429436841,high_cert_error_ucb,0.05,0.05,0.05,risk_only_legacy,single_selector,1,0.05,0.05,runs/srcc_cifar10_sym35_seed2,resnet18,120,0.05,0.10663082437275985,0.4464,4457.0,513.0,0.6899,29.0,1087.0
cifar10,sym35,symmetric,0.35,2,0.1,,entropy,0.8626914415891732,<=,ltt_bonferroni,,1.0,0.3088,2500,772,2500,797,0.3559661373971362,0.9960464409536965,False,0.0,0.9998,0.3099619923984797,high_cert_error_ucb,0.05,5e-05,5e-05,risk_only_legacy,simultaneous_rows,1000,5e-05,5e-05,runs/srcc_cifar10_sym35_seed2,resnet18,120,5e-05,0.3188,1.0,9998.0,3099.0,0.6899,94.0,2406.0
cifar10,clean,symmetric,0.0,0,0.05,1.0,energy,-4.156602306745967,<=,clean_trained_upper_bound,,0.9948,0.0490550864495375,2487,122,2484,98,0.0486154270411234,0.989259519842837,True,0.989259519842837,0.9944,0.0482703137570394,certified,0.05,0.0166666666666666,0.0166666666666666,risk_only_legacy,simultaneous_rows,3,0.0166666666666666,0.0166666666666666,runs/srcc_cifar10_clean_seed0,resnet18,120,0.0166666666666666,0.0394524959742351,0.9936,9944.0,480.0,0.9482,80.0,2404.0
cifar10,clean,symmetric,0.0,0,0.1,0.7,energy,-3.5614808400768005,<=,clean_trained_upper_bound,,1.0,0.0528,2500,132,2499,109,0.0531500003885623,0.9975836649636104,True,0.9975836649636104,0.9986,0.0505707991187662,certified,0.05,0.0166666666666666,0.0166666666666666,risk_only_legacy,simultaneous_rows,3,0.0166666666666666,0.0166666666666666,runs/srcc_cifar10_clean_seed0,resnet18,120,0.0166666666666666,0.0436174469787915,0.9996,9986.0,505.0,0.9482,39.0,2460.0
cifar10,clean,symmetric,0.0,1,0.05,0.7,entropy,0.3748917247781999,<=,clean_trained_upper_bound,,0.9848,0.0349309504467912,2462,86,2457,85,0.04331102087533,0.9763700815228658,True,0.9763700815228658,0.9832,0.0434296175752644,certified,0.05,0.0166666666666666,0.0166666666666666,risk_only_legacy,simultaneous_rows,3,0.0166666666666666,0.0166666666666666,runs/srcc_cifar10_clean_seed1,resnet18,120,0.0166666666666666,0.0345950345950345,0.9828,9832.0,427.0,0.948,80.0,2377.0
cifar10,clean,symmetric,0.0,1,0.1,0.5,energy,-3.193136326856295,<=,clean_trained_upper_bound,,1.0,0.0448,2500,112,2500,105,0.051377959172236,0.998363602535883,True,0.998363602535883,1.0,0.052,certified,0.05,0.0166666666666666,0.0166666666666666,risk_only_legacy,simultaneous_rows,3,0.0166666666666666,0.0166666666666666,runs/srcc_cifar10_clean_seed1,resnet18,120,0.0166666666666666,0.042,1.0,10000.0,520.0,0.948,39.0,2461.0
cifar10,clean,symmetric,0.0,2,0.05,0.7,margin,0.3743629242491985,>=,clean_trained_upper_bound,,0.9788,0.0339190845933796,2447,83,2449,85,0.043451860002525,0.972696238700284,True,0.972696238700284,0.9778,0.0418285948046635,certified,0.05,0.0166666666666666,0.0166666666666666,risk_only_legacy,simultaneous_rows,3,0.0166666666666666,0.0166666666666666,runs/srcc_cifar10_clean_seed2,resnet18,120,0.0166666666666666,0.0347080440996325,0.9796,9778.0,409.0,0.9481,80.0,2369.0
cifar10,clean,symmetric,0.0,2,0.1,0.5,energy,-2.8887997650792023,<=,clean_trained_upper_bound,,1.0,0.0452,2500,113,2500,110,0.0535660678474299,0.998363602535883,True,0.998363602535883,1.0,0.0519,certified,0.05,0.0166666666666666,0.0166666666666666,risk_only_legacy,simultaneous_rows,3,0.0166666666666666,0.0166666666666666,runs/srcc_cifar10_clean_seed2,resnet18,120,0.0166666666666666,0.044,1.0,10000.0,519.0,0.9481,39.0,2461.0
cifar100,clean,symmetric,0.0,0,0.05,0.5,entropy,0.0291238507550637,<=,clean_trained_upper_bound,,0.4728,0.0245346869712351,1182,29,1116,35,0.0444292226269118,0.425126805229417,True,0.425126805229417,0.4626,0.0296152183311716,certified,0.05,0.0166666666666666,0.0166666666666666,risk_only_legacy,simultaneous_rows,3,0.0166666666666666,0.0166666666666666,runs/srcc_cifar100_clean_seed0,resnet18,120,0.0166666666666666,0.0313620071684587,0.4464,4626.0,137.0,0.7714,80.0,1036.0
cifar100,clean,symmetric,0.0,0,0.1,0.7,msp,0.8158553727067476,>=,clean_trained_upper_bound,,0.6828,0.0691271236086701,1707,118,1670,129,0.0923227645475764,0.647539210708719,True,0.647539210708719,0.6715,0.0769918093819806,certified,0.05,0.0166666666666666,0.0166666666666666,risk_only_legacy,simultaneous_rows,3,0.0166666666666666,0.0166666666666666,runs/srcc_cifar100_clean_seed0,resnet18,120,0.0166666666666666,0.0772455089820359,0.668,6715.0,517.0,0.7714,39.0,1631.0
cifar100,clean,symmetric,0.0,1,0.05,0.7,margin,0.9575223250707912,>=,clean_trained_upper_bound,,0.4968,0.0346215780998389,1242,43,1260,41,0.0449057843331095,0.4825268284130296,True,0.4825268284130296,0.5035,0.0325719960278053,certified,0.05,0.0166666666666666,0.0166666666666666,risk_only_legacy,simultaneous_rows,3,0.0166666666666666,0.0166666666666666,runs/srcc_cifar100_clean_seed1,resnet18,120,0.0166666666666666,0.0325396825396825,0.504,5035.0,164.0,0.7715,80.0,1180.0
cifar100,clean,symmetric,0.0,1,0.1,0.7,margin,0.7865070529331044,>=,clean_trained_upper_bound,,0.6424,0.0684931506849315,1606,110,1627,99,0.0747080446678974,0.6301166185725529,True,0.6301166185725529,0.6442,0.0641105246817758,certified,0.05,0.0166666666666666,0.0166666666666666,risk_only_legacy,simultaneous_rows,3,0.0166666666666666,0.0166666666666666,runs/srcc_cifar100_clean_seed1,resnet18,120,0.0166666666666666,0.0608481868469575,0.6508,6442.0,413.0,0.7715,39.0,1588.0
cifar100,clean,symmetric,0.0,2,0.05,0.5,msp,0.9785138948983304,>=,clean_trained_upper_bound,,0.472,0.0245762711864406,1180,29,1188,43,0.0495458809083638,0.4537913927172209,True,0.4537913927172209,0.4798,0.0293872446852855,certified,0.05,0.0166666666666666,0.0166666666666666,risk_only_legacy,simultaneous_rows,3,0.0166666666666666,0.0166666666666666,runs/srcc_cifar100_clean_seed2,resnet18,120,0.0166666666666666,0.0361952861952862,0.4752,4798.0,141.0,0.7705,80.0,1108.0
cifar100,clean,symmetric,0.0,2,0.1,0.7,margin,0.7490220936700824,>=,clean_trained_upper_bound,,0.6524,0.0698957694665849,1631,114,1650,121,0.0881887463360571,0.6394320046953513,True,0.6394320046953513,0.6645,0.0711813393528969,certified,0.05,0.0166666666666666,0.0166666666666666,risk_only_legacy,simultaneous_rows,3,0.0166666666666666,0.0166666666666666,runs/srcc_cifar100_clean_seed2,resnet18,120,0.0166666666666666,0.0733333333333333,0.66,6645.0,473.0,0.7705,39.0,1611.0
