dataset,regime,alpha,requested_budget,gamma,score_name,row_count,certification_rate,mean_certified_coverage_at_alpha,mean_cert_risk_ucb,mean_test_risk,mean_test_coverage
cifar100,sym35,0.1,full,0.5,entropy,5,1.0,0.12000681688600479,0.09302480529485967,0.06560636182902585,0.1509
cifar100,sym35,0.1,full,0.5,margin,5,1.0,0.12038585186258635,0.09635622701169652,0.06671026814911707,0.1529
cifar100,sym35,0.1,full,0.5,maxlogit,5,1.0,0.07048149639837972,0.06993665216286102,0.05888767720828789,0.0917
cifar100,sym35,0.1,full,0.5,msp,5,1.0,0.1192488896497595,0.09356422639125783,0.06397306397306397,0.1485
cifar100,sym35,0.1,full,0.7,energy,5,1.0,0.10488641151184255,0.09277229750010943,0.07816091954022988,0.1305
cifar100,sym35,0.1,full,0.7,entropy,5,0.0,0.0,0.11096646007097133,0.08126293995859213,0.1932
cifar100,sym35,0.1,full,0.7,margin,5,0.0,0.0,0.11503442707620745,0.08221892025755324,0.20190000000000002
cifar100,sym35,0.1,full,0.7,maxlogit,5,1.0,0.10677187412032725,0.09942979843915638,0.07726931732933233,0.1333
cifar100,sym35,0.1,full,0.7,msp,5,0.0,0.0,0.11158085084189676,0.0802192326856004,0.20069999999999996
cifar100,sym35,0.1,full,1.0,energy,5,0.0,0.0,0.15303290255394453,0.10896767466110532,0.1918
cifar100,sym35,0.1,full,1.0,entropy,5,0.0,0.0,0.14231222060570387,0.10177646188008882,0.2702
cifar100,sym35,0.1,full,1.0,margin,5,0.0,0.0,0.15173618929039215,0.10652557319223985,0.2835
cifar100,sym35,0.1,full,1.0,maxlogit,5,0.0,0.0,0.15447229801885778,0.11138370951913641,0.20380000000000004
cifar100,sym35,0.1,full,1.0,msp,5,0.0,0.0,0.14231781225638424,0.10075471698113207,0.265
